"Jelentés kezdete","Jelentés vége","Hirdetés neve",Hirdetésmegjelenítés,Eredmények,"Eredmény jelzése","Eredményenkénti költség","Hirdetéssorozat költségkerete","Hirdetéssorozat költségkeretének típusa","Elköltött összeg (HUF)",Megjelenések,Elérés,Gyakoriság,"CPM (1000 megjelenésre jutó költség) (HUF)",Vásárlások,Vége,"Hozzárendelés beállítása",Licitösszeg,Licittípus,"A legutóbbi jelentős módosítás","Minőségi rangsorolás","Aktivitási arányszám szerinti rangsorolás","Konverziós arány szerinti rangsorolás","Hirdetéssorozat neve","Vásárlási hirdetésmegtérülés (ROAS)"  
2023-06-17,2026-07-17,royal\_k3\_10\_1080x1080,active,,,,1500,Napi,231,249,230,1.082609,927.710843,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:09:21+0200,–,–,–,"Business Escape 199.900 Ft",  
2023-06-17,2026-07-17,"Reklámarc - V1",not\_delivering,9,actions:leadgen.other,719.22222222,2666,Napi,6473,6634,3111,2.132433,975.731082,,2025-02-21,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-02-19T16:41:59+0100,–,–,–,"Broad - Reklámarc",  
2023-06-17,2026-07-17,alwayson\_2021\_boostolt,not\_delivering,153,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,214.1503268,500,Napi,32765,53981,28697,1.881068,606.972824,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,2025\_AlwaysON,  
2023-06-17,2026-07-17,2024\_12\_karácsonyi\_v2,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,2025\_AlwaysON,  
2023-06-17,2026-07-17,v1,inactive,1,actions:offsite\_conversion.fb\_pixel\_lead,2723,1500,Napi,2723,1415,1225,1.155102,1924.381625,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,v2,inactive,,,,1500,Napi,932,544,502,1.083665,1713.235294,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,v3,inactive,,,,1500,Napi,7642,5611,5176,1.084042,1361.967564,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"v2 - Copy",inactive,,,,1500,Napi,7494,8433,6273,1.344333,888.651725,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"v1 - Copy",inactive,,,,1500,Napi,15238,22596,12859,1.757213,674.367145,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"v3 - Copy",inactive,,,,1500,Napi,32726,36891,23486,1.570766,887.099835,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,2025\_07,inactive,,,,1500,Napi,26228,61000,32451,1.879757,429.967213,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"2025\_07 - video",active,,,,1500,Napi,68656,41960,25904,1.619827,1636.224976,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-05-27T16:47:02+0200,"Átlag alatti – a hirdetések alsó 20%-a",Átlagos,"Átlag alatti – a hirdetések alsó 20%-a","interest (főoldal)",  
2023-06-17,2026-07-17,"2026\_02 csakma",not\_delivering,232,actions:link\_click,24.14224138,7000,Napi,5601,12553,11060,1.134991,446.188162,,2026-02-10,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"2026\_02 - penthouse - valentin - csakma - Copy",  
2023-06-17,2026-07-17,"New Engagement Ad",not\_delivering,163,actions:post\_engagement,30.63803681,5000,Élettartam,4994,15307,14979,1.021897,326.255961,,2026-03-08,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-07T18:56:13+0100,–,–,–,55e,  
2023-06-17,2026-07-17,"2026\_03 romantika es feltoltodes 50e",not\_delivering,,,,6000,Napi,190997,215752,77105,2.798158,885.261782,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T01:54:41+0100,–,–,–,"Romantika és feltöltődés (50e)",  
2023-06-17,2026-07-17,"2026\_03 romantika 50e",not\_delivering,370,actions:post\_engagement,14.73783784,5500,Élettartam,5453,12686,10483,1.21015,429.843922,,2026-03-20,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T16:05:55+0100,–,–,–,"2026\_03 romantika 50e",  
2023-06-17,2026-07-17,"2026\_03 - lanykeros csomag (100e)",not\_delivering,2,actions:offsite\_conversion.fb\_pixel\_purchase,34444.5,2000,Napi,68889,72610,23268,3.120595,948.753615,2,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-23T10:23:19+0100,–,–,–,"Lanykeros csomag (100e)",2.917737  
2023-06-17,2026-07-17,"2026\_04\_14 szerelmesek 80e ajándék hajó",not\_delivering,3,actions:offsite\_conversion.fb\_pixel\_purchase,14569.33333333,50000,Élettartam,43708,86233,57360,1.503365,506.859323,3,2026-04-19,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-04-14T22:01:51+0200,–,–,–,"2026\_04\_14 Szerelmesek csomagja 80e",5.941704  
2023-06-17,2026-07-17,"2026\_04\_14 szerelmesek 80e ajándék hajó - boostolt",not\_delivering,,,,5000,Napi,51271,71608,42284,1.693501,715.99542,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-06T11:10:37+0200,–,–,–,"2026\_04 Szerelmesek csomagja 80e - v2",  
2023-06-17,2026-07-17,"15szazalek - majus 31 - v3",not\_delivering,,,,"Kampányszintű költségkeret használata",0,4682,4263,2757,1.546246,1098.287591,,2026-05-31,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-05-11T12:31:25+0200,–,–,–,"Majus 31ig",  
2023-06-17,2026-07-17,"2026\_05 - Romantika és feltöltődés (55e)",not\_delivering,6,actions:offsite\_conversion.fb\_pixel\_purchase,25974.66666667,13000,Napi,155848,263333,99175,2.655236,591.828597,6,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-14T20:33:14+0200,–,–,–,"2026\_05 - Romantika és feltöltődés (55e)",2.41389  
2023-06-17,2026-07-17,"2026\_05\_20 Szerelmesek csomagja 75e - 05\_24 ig",not\_delivering,,,,80000,Élettartam,79491,123024,78648,1.564236,646.142216,,2026-05-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-23T02:20:40+0200,–,–,–,"2026\_05\_20 Szerelmesek csomagja 75e - 05\_24 ig",  
2023-06-17,2026-07-17,"Karácsonyi csomag",active,,,,800,Napi,8031,11517,6643,1.733705,697.31701,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T15:54:17+0200,Átlagos,"Átlag feletti","Átlag alatti – a hirdetések alsó 35%-a","Karácsonyi csomag",  
2023-06-17,2026-07-17,royal\_k9\_2\_1080x1080,active,,,,6000,Napi,1184,1327,1177,1.127443,892.238131,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:43:09+0200,–,–,–,"Romantika és feltöltődés (54.900)",  
2023-06-17,2026-07-17,royal\_k9\_3\_1080x1080,active,,,,6000,Napi,675,890,803,1.108344,758.426966,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:43:09+0200,–,–,–,"Romantika és feltöltődés (54.900)",  
2023-06-17,2026-07-17,royal\_k9\_1\_1080x1080,active,,,,6000,Napi,664,1193,1050,1.13619,556.58005,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:43:09+0200,–,–,–,"Romantika és feltöltődés (54.900)",  
2023-06-17,2026-07-17,"2024\_12\_karácsonyi boostolt",inactive,526,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,132.68441065,1000,Napi,69792,227625,112211,2.028544,306.609555,1,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"szerelmesek (60e) - Copy 2",0.858265  
2023-06-17,2026-07-17,2024\_12\_karácsonyi\_v2,inactive,2,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,408.5,1000,Napi,817,1164,1022,1.138943,701.890034,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"szerelmesek (60e) - Copy 2",  
2023-06-17,2026-07-17,2025\_03,not\_delivering,,,,"Kampányszintű költségkeret használata",0,0,0,0,0,0,,2025-03-10,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,2025\_03\_nonap,  
2023-06-17,2026-07-17,2025\_03\_boostolt,not\_delivering,609,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,83.10509031,1000,Napi,50611,131365,70301,1.868608,385.270049,2,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"szerelmesek (60e) - Copy 2",1.183537  
2023-06-17,2026-07-17,v3,inactive,578,actions:link\_click,44.20415225,1000,Napi,25550,24410,18409,1.325982,1046.702171,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,v1,inactive,30,actions:link\_click,56.13333333,1000,Napi,1684,1862,1732,1.075058,904.403867,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,v2,inactive,37,actions:link\_click,82.13513514,1000,Napi,3039,3114,2921,1.066073,975.915222,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"v3 - Copy",not\_delivering,2082,actions:link\_click,28.35782901,1000,Napi,59041,160796,101536,1.583635,367.179532,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,"Átlag feletti",Átlagos,Átlagos,"interest (főoldal)",  
2023-06-17,2026-07-17,"v2 - Copy",inactive,8,actions:link\_click,88,1000,Napi,704,1295,1187,1.090986,543.629344,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,"v1 - Copy",inactive,59,actions:link\_click,80.76271186,1000,Napi,4765,8061,6150,1.310732,591.117727,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,–,–,–,"interest (főoldal)",  
2023-06-17,2026-07-17,2025\_07,not\_delivering,619,actions:link\_click,20.35218094,1000,Napi,12598,62773,34317,1.82921,200.69138,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,Átlagos,Átlagos,Átlagos,"interest (főoldal)",  
2023-06-17,2026-07-17,"2025\_07 - video",not\_delivering,327,actions:link\_click,20.2324159,1000,Napi,6616,27391,21643,1.265582,241.539192,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-17T08:45:14+0200,"Átlag feletti",Átlagos,"Átlag feletti","interest (főoldal)",  
2023-06-17,2026-07-17,"2025\_12 (lastminute 40e) -AI vidi",not\_delivering,3,actions:offsite\_conversion.fb\_pixel\_purchase,13567.66666667,3000,Napi,40703,27539,13521,2.036758,1478.013,3,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-19T09:51:45+0100,–,–,–,"lastminute (40e) - AI",2.955556  
2023-06-17,2026-07-17,"2026\_03 szerelmesek 69.900",active,8,actions:offsite\_conversion.fb\_pixel\_purchase,17887.25,3000,Napi,143098,216782,94465,2.294839,660.100931,8,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-03T14:51:28+0200,Átlagos,"Átlag feletti",Átlagos,"Szerelmesek csomagja (69.900)",5.791136  
2023-06-17,2026-07-17,"2026\_04\_13 szerelmesek 75 ajándék hajó",not\_delivering,,,,25000,Élettartam,0,0,0,0,0,,2026-04-13,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-04-13T10:50:21+0200,–,–,–,"2026\_04\_13 - 1 nap Szerelmesek csomagja",  
2023-06-17,2026-07-17,"2026\_04\_14 szerelmesek 80e ajándék hajó",not\_delivering,13,actions:offsite\_conversion.fb\_pixel\_purchase,21173.15384615,5000,Napi,275251,556888,234858,2.371169,494.266352,13,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-04-25T11:10:38+0200,–,–,–,"2026\_04 Szerelmesek csomagja 80e -",3.929868  
2023-06-17,2026-07-17,"2026\_04 - szerelmesek + hajo 80e",not\_delivering,263,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,219.92395437,"Kampányszintű költségkeret használata",0,57840,137214,64517,2.126788,421.531331,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-05-06T11:15:56+0200,–,–,–,"2026\_04 - szerelmesek + hajo 80e",  
2023-06-17,2026-07-17,"15szazalek - majus 31 - v1",not\_delivering,,,,"Kampányszintű költségkeret használata",0,17700,15693,8985,1.746578,1127.891417,,2026-05-31,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-05-11T12:31:25+0200,–,–,–,"Majus 31ig",  
2023-06-17,2026-07-17,"15szazalek - majus 31 - v2",not\_delivering,1,conversions:donate\_website,65975,"Kampányszintű költségkeret használata",0,65975,42685,20122,2.12131,1545.624927,,2026-05-31,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-05-11T12:31:25+0200,–,–,–,"Majus 31ig",  
2023-06-17,2026-07-17,"2026\_04\_20 CSAK MA szerelmesek 70e",not\_delivering,3,actions:offsite\_conversion.fb\_pixel\_purchase,6577.33333333,20000,Élettartam,19732,26315,23006,1.143832,749.838495,3,2026-05-20,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-20T12:37:05+0200,–,–,–,"2026\_05\_20 Szerelmesek csomagja 70e CSAK MA - v2",8.093452  
2023-06-17,2026-07-17,video\_lanyok,active,1746,actions:landing\_page\_view,17.01660939,700,Napi,29711,51742,35122,1.473208,574.214371,1,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:52:19+0200,"Átlag alatti – a hirdetések alsó 35%-a","Átlag feletti","Átlag feletti","Interest - siofok v2",0.669786  
2023-06-17,2026-07-17,video\_hajoberles,active,70,actions:landing\_page\_view,25.18571429,700,Napi,1763,3553,3140,1.131529,496.200394,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:52:19+0200,Átlagos,"Átlag feletti","Átlag feletti","Interest - siofok v2",  
2023-06-17,2026-07-17,royal\_k5\_6\_1080x1080,active,,,,600,Napi,194,168,146,1.150685,1154.761905,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:58:35+0200,–,–,–,"Deluxe piknik - 29.900 Ft",  
2023-06-17,2026-07-17,royal\_k5\_1\_1080x1080,active,,,,600,Napi,44,36,34,1.058824,1222.222222,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:58:35+0200,–,–,–,"Deluxe piknik - 29.900 Ft",  
2023-06-17,2026-07-17,royal\_k5\_10\_1080x1080,active,,,,600,Napi,13,18,17,1.058824,722.222222,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:58:35+0200,–,–,–,"Deluxe piknik - 29.900 Ft",  
2023-06-17,2026-07-17,"2025\_12 - penthouse - mikulás - -61sz - zöld",not\_delivering,,,,24000,Napi,2196,1325,1052,1.259506,1657.358491,,2025-12-07,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"Penthouse (100e) - 12.05-06 -\> -61sz",  
2023-06-17,2026-07-17,"2025\_12 - penthouse - mikulás - 61sz - piros",not\_delivering,4,actions:offsite\_conversion.fb\_pixel\_purchase,11957.25,24000,Napi,47829,36155,24393,1.482188,1322.887567,4,2025-12-07,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"Penthouse (100e) - 12.05-06 -\> -61sz",8.354764  
2023-06-17,2026-07-17,"2025\_12 (lastminute 40e) - 52e",inactive,,,,15000,Napi,2230,2465,1593,1.547395,904.665314,,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-19T09:53:24+0100,–,–,–,"lastminute (40e) -",  
2023-06-17,2026-07-17,"2025\_12 (lastminute 40e) - 57szazalek",not\_delivering,27,actions:offsite\_conversion.fb\_pixel\_purchase,5574.66666667,15000,Napi,150516,188752,84260,2.240114,797.427312,27,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-19T09:53:24+0100,–,–,–,"lastminute (40e) -",8.813017  
2023-06-17,2026-07-17,"2025\_12 (lastminute 40e) - 10e/fo/ej",inactive,1,actions:offsite\_conversion.fb\_pixel\_purchase,13480,15000,Napi,13480,11386,6322,1.801012,1183.910065,1,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-19T09:53:24+0100,–,–,–,"lastminute (40e) -",2.589021  
2023-06-17,2026-07-17,"2025\_12 - karácsonyi szerelmesek",inactive,7,actions:offsite\_conversion.fb\_pixel\_purchase,7020.71428571,15000,Napi,49145,50542,36745,1.37548,972.359622,7,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-24T00:15:04+0100,–,–,–,"2025\_12\_karácsonyi szerelmesek (55e)",11.799776  
2023-06-17,2026-07-17,"2025\_12 - karácsonyi szerelmesek - Copy",not\_delivering,15,actions:offsite\_conversion.fb\_pixel\_purchase,4530.4,15000,Napi,67956,117930,89492,1.317771,576.240142,15,2025-12-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-24T00:15:04+0100,–,–,–,"2025\_12\_karácsonyi szerelmesek (55e)",12.945141  
2023-06-17,2026-07-17,"2026 - romantika",not\_delivering,933,actions:link\_click,18.83494105,3000,Napi,17573,29583,17729,1.668622,594.023595,,2026-02-15,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-02-13T13:35:26+0100,–,–,–,"2026\_02 - romantika - valentin (40e) - Copy",  
2023-06-17,2026-07-17,"2026\_05\_20 szerelmesek csak ma",not\_delivering,,,,5000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-21T10:08:00+0200,–,–,–,"2026\_05 Szerelmesek csomagja \_ 05.20. csak ma",  
2023-06-17,2026-07-17,"kep-piknik 25.900 ft",inactive,5,actions:landing\_page\_view,48.6,700,Napi,243,459,420,1.092857,529.411765,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:52:19+0200,–,–,–,"Interest - siofok v2",  
2023-06-17,2026-07-17,royal\_k9\_2\_1080x1080,not\_delivering,,,,6000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:42:28+0200,–,–,–,"54.900 - allin kreatívok",  
2023-06-17,2026-07-17,royal\_k9\_3\_1080x1080,not\_delivering,,,,6000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:42:28+0200,–,–,–,"54.900 - allin kreatívok",  
2023-06-17,2026-07-17,royal\_k9\_1\_1080x1080,not\_delivering,,,,6000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:42:28+0200,–,–,–,"54.900 - allin kreatívok",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_01 (2)",active,,,,3000,Napi,363,345,309,1.116505,1052.173913,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_02 (3)",active,,,,3000,Napi,14,20,17,1.176471,700,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_02 (4)",active,,,,3000,Napi,0,1,1,1,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_02 (5)",active,,,,3000,Napi,71,60,51,1.176471,1183.333333,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_04 (9)",active,,,,3000,Napi,21,31,30,1.033333,677.419355,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_03 (7)",active,,,,3000,Napi,135,130,116,1.12069,1038.461538,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_03 (6)",active,,,,3000,Napi,125,140,133,1.052632,892.857143,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_03 (8)",active,,,,3000,Napi,19,7,7,1,2714.285714,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,royal\_k11\_1\_1080x1080,active,,,,3000,Napi,115,115,98,1.173469,1000,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_01 (1)",active,,,,3000,Napi,2,2,2,1,1000,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,royal\_k11\_6\_1080x1080,active,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"ChatGPT Image 2026. júl. 10. 10\_24\_04 (10)",active,,,,3000,Napi,8,7,6,1.166667,1142.857143,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:51:55+0200,–,–,–,"Deluxe lakosztály (119.900)",  
2023-06-17,2026-07-17,"június 22 poszt",not\_delivering,573,actions:link\_click,50.73298429,"Kampányszintű költségkeret használata",0,29070,135530,63651,2.129267,214.491257,1,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"június 22 poszt",0.756794  
2023-06-17,2026-07-17,"Új „Forgalom” hirdetés – másolat – másolat",inactive,,,,"Kampányszintű költségkeret használata",0,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,lookalike,  
2023-06-17,2026-07-17,"Új „Forgalom” hirdetés – másolat",inactive,,,,"Kampányszintű költségkeret használata",0,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,lookalike,  
2023-06-17,2026-07-17,ad1,not\_delivering,,,,"Kampányszintű költségkeret használata",0,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,lookalike,  
2023-06-17,2026-07-17,"Új „Forgalom” hirdetés",inactive,,,,"Kampányszintű költségkeret használata",0,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,lookalike,  
